Probe_ID,Probe_Chr,Probe_Start,Probe_End,Unique_GencodeV36_Name,Unique_UCSC_RefGene_Name,Unique_UCSC_RefGene_Group,UCSC_RefGene_Name,UCSC_RefGene_Group,CoRSIV_Chr,CoRSIV_Start,CoRSIV_End,CoRSIV_ID,EPIC,HM450,ME_ID,SIV_ID,ESS_ID,CoRSIV2019_ID
cg25013571,chr8,37792772.0,37792774.0,ADGRA2,,Intergenic,,Intergenic,chr8,37792600,37792800,8_37792600_37792800,True,True,,,,8_7210
cg11963795,chr8,39940182.0,39940184.0,AC007991.3;IDO2,IDO2,Body,IDO2,Body,chr8,39940100,39940300,8_39940100_39940300,True,False,,,,8_7633
cg06529685,chr8,43276981.0,43276983.0,AC022616.1,,Intergenic,,Intergenic,chr8,43276800,43277500,8_43276800_43277500,True,True,,,,8_8400
cg06043048,chr8,43277112.0,43277114.0,AC022616.1,,Intergenic,,Intergenic,chr8,43276800,43277500,8_43276800_43277500,True,True,,,,8_8400
cg04880091,chr8,43277307.0,43277309.0,AC022616.1,,Intergenic,,Intergenic,chr8,43276800,43277500,8_43276800_43277500,True,True,,,,8_8400
cg21877680,chr8,43277363.0,43277365.0,AC022616.1,,Intergenic,,Intergenic,chr8,43276800,43277500,8_43276800_43277500,False,True,,,,8_8400
cg05453358,chr8,46617657.0,46617659.0,ASNSP1,,Intergenic,,Intergenic,chr8,46617578,46617778,8_46617578_46617778,True,True,ME_GB2015_chr8:47529201-47529400,,,
cg17058782,chr8,47739232.0,47739234.0,CEBPD,CEBPD,TSS1500,CEBPD,TSS1500,chr8,47739200,47739500,8_47739200_47739500,True,False,,,,8_8743
cg25661026,chr8,47739260.0,47739262.0,CEBPD,CEBPD,TSS1500,CEBPD,TSS1500,chr8,47739200,47739500,8_47739200_47739500,True,False,,,,8_8743
cg09100271,chr8,47763349.0,47763351.0,,,Intergenic,,Intergenic,chr8,47763321,47763521,8_47763349_47763494,True,True,,SIV_chr8_48675911_48676055_,,
cg18762806,chr8,47763438.0,47763440.0,,,Intergenic,,Intergenic,chr8,47763321,47763521,8_47763349_47763494,True,True,,SIV_chr8_48675911_48676055_,,
cg09100338,chr8,47763492.0,47763494.0,,,Intergenic,,Intergenic,chr8,47763321,47763521,8_47763349_47763494,True,True,,SIV_chr8_48675911_48676055_,,
cg01827501,chr8,48514714.0,48514716.0,,,Intergenic,,Intergenic,chr8,48514000,48515300,8_48514000_48515300,True,False,,SIV_chr8_49427283_49427416_,,8_8868
cg03635442,chr8,48514722.0,48514724.0,,,Intergenic,,Intergenic,chr8,48514000,48515300,8_48514000_48515300,True,True,,SIV_chr8_49427283_49427416_,,8_8868
cg08681904,chr8,48514854.0,48514856.0,,,Intergenic,,Intergenic,chr8,48514000,48515300,8_48514000_48515300,True,True,,SIV_chr8_49427283_49427416_,,8_8868
cg05475109,chr8,48515123.0,48515125.0,,,Intergenic,,Intergenic,chr8,48514000,48515300,8_48514000_48515300,True,True,,SIV_chr8_49427283_49427416_,,8_8868
cg11783602,chr8,54174523.0,54174525.0,,,Intergenic,,Intergenic,chr8,54174400,54175000,8_54174400_54175000,True,True,ME_GB2015_chr8:55087001-55087200,,,8_9521
cg06042504,chr8,54174762.0,54174764.0,,,Intergenic,,Intergenic,chr8,54174400,54175000,8_54174400_54175000,True,True,ME_GB2015_chr8:55087001-55087200,,,8_9521
cg20636351,chr8,54174839.0,54174841.0,,,Intergenic,,Intergenic,chr8,54174400,54175000,8_54174400_54175000,True,True,ME_GB2015_chr8:55087001-55087200,,,8_9521
cg16000821,chr8,54283218.0,54283220.0,,,Intergenic,,Intergenic,chr8,54283100,54283300,8_54283100_54283300,True,False,,,,8_9536
cg09858108,chr8,57142464.0,57142466.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,True,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg20607798,chr8,57142608.0,57142610.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,False,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg08280861,chr8,57143031.0,57143033.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,True,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg11062466,chr8,57143316.0,57143318.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,True,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg08219700,chr8,57143466.0,57143468.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,True,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg21724239,chr8,57143553.0,57143555.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,True,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg08677398,chr8,57143615.0,57143617.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,True,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg08449448,chr8,57143941.0,57143943.0,LINC01606,,Intergenic,,Intergenic,chr8,57142300,57144000,8_57142300_57144000,True,True,,SIV_chr8_58055168_58056027_,ESS_chr8_58055168_58056027_,8_9886
cg04160749,chr8,57260011.0,57260013.0,AC025674.2,,Intergenic,,Intergenic,chr8,57259400,57260700,8_57259400_57260700,True,True,,,,8_9924
cg08035479,chr8,57260083.0,57260085.0,AC025674.2,,Intergenic,,Intergenic,chr8,57259400,57260700,8_57259400_57260700,True,True,,,,8_9924
cg25937216,chr8,57260295.0,57260297.0,AC025674.2,,Intergenic,,Intergenic,chr8,57259400,57260700,8_57259400_57260700,False,True,,,,8_9924
cg11193419,chr8,57260602.0,57260604.0,AC025674.2,,Intergenic,,Intergenic,chr8,57259400,57260700,8_57259400_57260700,True,True,,,,8_9924
cg22535103,chr8,57279942.0,57279944.0,LINC00588,C8orf71,Body,C8orf71,Body,chr8,57279933,57280333,8_57279942_57280325,True,True,,,ESS_chr8_58192502_58192884_LINC00588,
cg24829409,chr8,57280193.0,57280195.0,LINC00588,C8orf71,Body,C8orf71,Body,chr8,57279933,57280333,8_57279942_57280325,True,True,,,ESS_chr8_58192502_58192884_LINC00588,
cg05313129,chr8,57280323.0,57280325.0,LINC00588,C8orf71,Body,C8orf71,Body,chr8,57279933,57280333,8_57279942_57280325,True,True,,,ESS_chr8_58192502_58192884_LINC00588,
cg08684840,chr8,60693184.0,60693186.0,CHD7,CHD7,5'UTR,CHD7,5'UTR,chr8,60693100,60693300,8_60693100_60693300,True,False,,,,8_10307
cg04821830,chr8,60693207.0,60693209.0,CHD7,CHD7,5'UTR,CHD7,5'UTR,chr8,60693100,60693300,8_60693100_60693300,True,False,,,,8_10307
cg25248160,chr8,62864082.0,62864084.0,NKAIN3;SRPK2P,NKAIN3,Body,NKAIN3,Body,chr8,62864043,62864243,8_62864082_62864204,False,True,,,ESS_chr8_63776642_63776763_NKAIN3,
cg12194929,chr8,62864195.0,62864197.0,NKAIN3;SRPK2P,NKAIN3,Body,NKAIN3,Body,chr8,62864043,62864243,8_62864082_62864204,True,True,,,ESS_chr8_63776642_63776763_NKAIN3,
cg20602954,chr8,62864202.0,62864204.0,NKAIN3;SRPK2P,NKAIN3,Body,NKAIN3,Body,chr8,62864043,62864243,8_62864082_62864204,True,True,,,ESS_chr8_63776642_63776763_NKAIN3,
ch.8.72742858R,chr8,71668068.0,71668069.0,,,Intergenic,,Intergenic,chr8,71667900,71668100,8_71667900_71668100,True,True,,,,8_11540
cg17118775,chr8,73370576.0,73370578.0,AC111149.1,,Intergenic,,Intergenic,chr8,73370503,73370703,8_73370576_73370631,True,True,,,ESS_chr8_74282812_74282866_,
cg21550804,chr8,73370629.0,73370631.0,AC111149.1,,Intergenic,,Intergenic,chr8,73370503,73370703,8_73370576_73370631,True,True,,,ESS_chr8_74282812_74282866_,
cg20982046,chr8,73370695.0,73370697.0,AC111149.1,,Intergenic,,Intergenic,chr8,73370503,73370703,8_73370576_73370631,True,True,,,ESS_chr8_74282812_74282866_,
cg20994658,chr8,86088795.0,86088797.0,ATP6V0D2;PSKH2,,Intergenic,,Intergenic,chr8,86088600,86088800,8_86088600_86088800,True,False,,,,8_12846
cg05305060,chr8,92369905.0,92369907.0,,,Intergenic,,Intergenic,chr8,92369700,92370200,8_92369700_92370200,True,True,,,,8_13290
cg17785887,chr8,97827876.0,97827878.0,LAPTM4B,LAPTM4B,Body,LAPTM4B,Body,chr8,97827800,97828000,8_97827800_97828000,True,False,,,,8_14021
cg10187029,chr8,102585371.0,102585373.0,,,Intergenic,,Intergenic,chr8,102585100,102585700,8_102585100_102585700,True,True,,,,8_14719
cg03849132,chr8,103124995.0,103124997.0,LINC01181,,Intergenic,,Intergenic,chr8,103124700,103125500,8_103124700_103125500,True,False,,,,8_14844
cg25643983,chr8,128096402.0,128096404.0,PVT1,PVT1,Body,PVT1,Body,chr8,128096400,128096600,8_128096400_128096600,True,False,,,,8_17545
cg13434034,chr8,134464866.0,134464868.0,,,Intergenic,,Intergenic,chr8,134464700,134465100,8_134464700_134465100,True,True,,,,8_18412
cg12895130,chr8,139246812.0,139246814.0,,,Intergenic,,Intergenic,chr8,139246500,139247100,8_139246500_139247100,True,False,,,,8_19028
cg04064407,chr8,139789933.0,139789935.0,TRAPPC9,TRAPPC9,Body,TRAPPC9;TRAPPC9,Body;Body,chr8,139789800,139790000,8_139789800_139790000,True,True,,,,8_19190
cg01659279,chr8,139789951.0,139789953.0,TRAPPC9,TRAPPC9,Body,TRAPPC9;TRAPPC9,Body;Body,chr8,139789800,139790000,8_139789800_139790000,True,True,,,,8_19190
cg06565641,chr8,140349574.0,140349576.0,TRAPPC9,TRAPPC9,Body,TRAPPC9;TRAPPC9,Body;Body,chr8,140349531,140349731,8_140349574_140349688,True,True,,SIV_chr8_141359674_141359787_TRAPPC9,,
cg11256152,chr8,140349686.0,140349688.0,TRAPPC9,TRAPPC9,Body,TRAPPC9;TRAPPC9,Body;Body,chr8,140349531,140349731,8_140349574_140349688,True,True,,SIV_chr8_141359674_141359787_TRAPPC9,,
cg27629898,chr8,141060751.0,141060753.0,,,Intergenic,,Intergenic,chr8,141060700,141060900,8_141060700_141060900,True,True,,,,8_19585
cg17903548,chr8,141391433.0,141391435.0,AC100803.2;PTP4A3,,Intergenic,,Intergenic,chr8,141391300,141391700,8_141391300_141391700,True,True,,,,8_19759
cg22052514,chr8,141391621.0,141391623.0,AC100803.2;PTP4A3,,Intergenic,,Intergenic,chr8,141391300,141391700,8_141391300_141391700,True,True,,,,8_19759
cg23543596,chr8,141492373.0,141492375.0,MROH5,MROH5,Body,MROH5;MROH5;MROH5,Body;Body;Body,chr8,141492200,141492600,8_141492200_141492600,True,False,,,,8_19827
cg12154420,chr8,142590213.0,142590215.0,,,Intergenic,,Intergenic,chr8,142590100,142590300,8_142590100_142590300,True,False,,,,8_20255
cg21941354,chr8,142670290.0,142670292.0,JRK;PSCA,JRK;PSCA,TSS1500;TSS200,PSCA;JRK;JRK;JRK,TSS200;TSS1500;TSS1500;TSS1500,chr8,142670141,142670641,8_142670182_142670600,True,False,"ME_GB2015_chr8:143751601-143751800,ME_GB2015_chr8:143751801-143752000",SIV_chr8_143751796_143751802_PSCA,ESS_chr8_143751796_143751802_PSCA,8_20293
cg03089370,chr8,142670321.0,142670323.0,JRK;PSCA,JRK;PSCA,TSS1500;Body,JRK;JRK;JRK;PSCA,TSS1500;TSS1500;TSS1500;Body,chr8,142670141,142670641,8_142670182_142670600,True,False,"ME_GB2015_chr8:143751601-143751800,ME_GB2015_chr8:143751801-143752000",SIV_chr8_143751796_143751802_PSCA,ESS_chr8_143751796_143751802_PSCA,8_20293
cg10596483,chr8,142670377.0,142670379.0,JRK;PSCA,JRK,TSS1500,JRK;JRK,TSS1500;TSS1500,chr8,142670141,142670641,8_142670182_142670600,True,True,"ME_GB2015_chr8:143751601-143751800,ME_GB2015_chr8:143751801-143752000",SIV_chr8_143751796_143751802_PSCA,ESS_chr8_143751796_143751802_PSCA,8_20293
cg24634471,chr8,142670382.0,142670384.0,JRK;PSCA,JRK,TSS1500,JRK;JRK,TSS1500;TSS1500,chr8,142670141,142670641,8_142670182_142670600,False,True,"ME_GB2015_chr8:143751601-143751800,ME_GB2015_chr8:143751801-143752000",SIV_chr8_143751796_143751802_PSCA,ESS_chr8_143751796_143751802_PSCA,8_20293
cg01444051,chr8,143197126.0,143197128.0,,,Intergenic,,Intergenic,chr8,143197100,143197400,8_143197100_143197400,True,True,,,,8_20479
cg13453110,chr8,143197251.0,143197253.0,,,Intergenic,,Intergenic,chr8,143197100,143197400,8_143197100_143197400,True,True,,,,8_20479
cg06990782,chr8,143197327.0,143197329.0,,,Intergenic,,Intergenic,chr8,143197100,143197400,8_143197100_143197400,True,True,,,,8_20479
cg11231454,chr8,143205995.0,143205997.0,,,Intergenic,,Intergenic,chr8,143205800,143206000,8_143205800_143206000,True,False,,,,8_20485
cg08691273,chr8,143251296.0,143251298.0,AC138696.1;ZFP41,ZFP41,3'UTR,ZFP41,3'UTR,chr8,143251100,143251300,8_143251100_143251300,False,True,,,,8_20508
cg13459244,chr8,143278496.0,143278498.0,,,Intergenic,,Intergenic,chr8,143278300,143279600,8_143278300_143279600,True,True,,,,8_20525
cg11240062,chr8,143278902.0,143278904.0,,,Intergenic,,Intergenic,chr8,143278300,143279600,8_143278300_143279600,False,True,,,,8_20525
cg03894796,chr8,143279144.0,143279146.0,,,Intergenic,,Intergenic,chr8,143278300,143279600,8_143278300_143279600,True,True,,,,8_20525
cg02530860,chr8,143289366.0,143289368.0,ZNF696,,Intergenic,,Intergenic,chr8,143289000,143289900,8_143289000_143289900,True,True,,,,8_20530
cg03151810,chr8,143289574.0,143289576.0,ZNF696,,Intergenic,,Intergenic,chr8,143289000,143289900,8_143289000_143289900,True,True,,,,8_20530
cg11388673,chr8,143289608.0,143289610.0,ZNF696,,Intergenic,,Intergenic,chr8,143289000,143289900,8_143289000_143289900,True,True,,,,8_20530
cg08799779,chr8,143289794.0,143289796.0,ZNF696,,Intergenic,,Intergenic,chr8,143289000,143289900,8_143289000_143289900,True,False,,,,8_20530
cg11750431,chr8,143289880.0,143289882.0,ZNF696,,Intergenic,,Intergenic,chr8,143289000,143289900,8_143289000_143289900,True,True,,,,8_20530
cg00033213,chr8,143317164.0,143317166.0,TOP1MT,TOP1MT,Body,TOP1MT,Body,chr8,143317100,143317300,8_143317100_143317300,True,True,,,,8_20543
cg09174681,chr8,143320955.0,143320957.0,TOP1MT,TOP1MT,Body,TOP1MT,Body,chr8,143320874,143321074,8_143320955_143320993,True,True,,,ESS_chr8_144403126_144403163_TOP1MT,
cg05207347,chr8,143320991.0,143320993.0,TOP1MT,TOP1MT,Body,TOP1MT,Body,chr8,143320874,143321074,8_143320955_143320993,True,True,,,ESS_chr8_144403126_144403163_TOP1MT,
cg07123730,chr8,143420638.0,143420640.0,MAFA,,Intergenic,,Intergenic,chr8,143420400,143421000,8_143420400_143421000,True,True,,,,8_20603
cg20458811,chr8,143549639.0,143549641.0,AC067930.3,,Intergenic,,Intergenic,chr8,143549600,143549900,8_143549600_143549900,True,True,,,,8_20690
cg00404280,chr8,143549716.0,143549718.0,AC067930.3,,Intergenic,,Intergenic,chr8,143549600,143549900,8_143549600_143549900,True,True,,,,8_20690
cg10438391,chr8,143549744.0,143549746.0,AC067930.3,,Intergenic,,Intergenic,chr8,143549600,143549900,8_143549600_143549900,True,True,,,,8_20690
cg23106378,chr8,143549750.0,143549752.0,AC067930.3,,Intergenic,,Intergenic,chr8,143549600,143549900,8_143549600_143549900,True,False,,,,8_20690
cg19932577,chr8,143549834.0,143549836.0,AC067930.3,,Intergenic,,Intergenic,chr8,143549600,143549900,8_143549600_143549900,True,True,,,,8_20690
cg22012530,chr8,143553138.0,143553140.0,GSDMD,GSDMD,TSS1500,GSDMD,TSS1500,chr8,143553136,143553336,8_143553145_143553327,True,True,,,ESS_chr8_144635316_144635497_GSDMD,
cg01134012,chr8,143553145.0,143553147.0,GSDMD,GSDMD,TSS1500,GSDMD,TSS1500,chr8,143553136,143553336,8_143553145_143553327,True,True,,,ESS_chr8_144635316_144635497_GSDMD,
cg18198896,chr8,143553190.0,143553192.0,GSDMD,GSDMD,TSS200,GSDMD,TSS200,chr8,143553136,143553336,8_143553145_143553327,True,True,,,ESS_chr8_144635316_144635497_GSDMD,
cg14721632,chr8,143553259.0,143553261.0,GSDMD,GSDMD,TSS200,GSDMD,TSS200,chr8,143553136,143553336,8_143553145_143553327,True,True,,,ESS_chr8_144635316_144635497_GSDMD,
cg23090207,chr8,143553273.0,143553275.0,GSDMD,GSDMD,TSS200,GSDMD,TSS200,chr8,143553136,143553336,8_143553145_143553327,True,True,,,ESS_chr8_144635316_144635497_GSDMD,
cg12686110,chr8,143553307.0,143553309.0,GSDMD,GSDMD,TSS200,GSDMD,TSS200,chr8,143553136,143553336,8_143553145_143553327,True,True,,,ESS_chr8_144635316_144635497_GSDMD,
cg15541193,chr8,143553325.0,143553327.0,GSDMD,GSDMD,TSS200,GSDMD,TSS200,chr8,143553136,143553336,8_143553145_143553327,True,True,,,ESS_chr8_144635316_144635497_GSDMD,
cg19661369,chr8,143553854.0,143553856.0,GSDMD,GSDMD,5'UTR,GSDMD,5'UTR,chr8,143553823,143554323,8_143553854_143554293,True,True,,,ESS_chr8_144636025_144636463_GSDMD,
cg24493971,chr8,143553942.0,143553944.0,GSDMD,GSDMD,5'UTR,GSDMD,5'UTR,chr8,143553823,143554323,8_143553854_143554293,True,True,,,ESS_chr8_144636025_144636463_GSDMD,
cg00036352,chr8,143554277.0,143554279.0,GSDMD,GSDMD,5'UTR,GSDMD,5'UTR,chr8,143553823,143554323,8_143553854_143554293,True,False,,,ESS_chr8_144636025_144636463_GSDMD,
cg20583945,chr8,143554291.0,143554293.0,GSDMD,GSDMD,5'UTR,GSDMD,5'UTR,chr8,143553823,143554323,8_143553854_143554293,True,True,,,ESS_chr8_144636025_144636463_GSDMD,
cg17524265,chr8,143577712.0,143577714.0,AC067930.5;NAPRT,NAPRT1,Body,NAPRT1,Body,chr8,143577700,143578000,8_143577712_143577988,True,True,,SIV_chr8_144659883_144660158_NAPRT,,
cg16316162,chr8,143577986.0,143577988.0,AC067930.5;NAPRT,NAPRT1,Body,NAPRT1,Body,chr8,143577700,143578000,8_143577712_143577988,False,True,,SIV_chr8_144659883_144660158_NAPRT,,
cg00600477,chr8,143632839.0,143632841.0,AC067930.2,,Intergenic,,Intergenic,chr8,143632500,143632900,8_143632500_143632900,True,True,,,,8_20734
cg14598846,chr8,143934740.0,143934742.0,PLEC,PLEC1,Body,PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;Body;Body;Body;Body;Body,chr8,143934665,143934865,8_143934740_143934790,True,True,,,ESS_chr8_145008909_145008958_PLEC,
cg23299254,chr8,143934788.0,143934790.0,PLEC,PLEC1,Body,PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;Body;Body;Body;Body;Body,chr8,143934665,143934865,8_143934740_143934790,False,True,,,ESS_chr8_145008909_145008958_PLEC,
cg07195118,chr8,144108001.0,144108003.0,SHARPIN;WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144107967,144108267,8_144108001_144108234,True,True,,,ESS_chr8_145162905_145163137_KIAA1875,
cg26272248,chr8,144108130.0,144108132.0,SHARPIN;WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144107967,144108267,8_144108001_144108234,True,True,,,ESS_chr8_145162905_145163137_KIAA1875,
cg14631276,chr8,144108198.0,144108200.0,SHARPIN;WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144107967,144108267,8_144108001_144108234,False,True,,,ESS_chr8_145162905_145163137_KIAA1875,
cg06239191,chr8,144108232.0,144108234.0,SHARPIN;WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144107967,144108267,8_144108001_144108234,True,True,,,ESS_chr8_145162905_145163137_KIAA1875,
cg16311044,chr8,144109305.0,144109307.0,SHARPIN;WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144109100,144110300,8_144109100_144110300,True,True,,,,8_20984
cg12588126,chr8,144109569.0,144109571.0,SHARPIN;WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144109100,144110300,8_144109100_144110300,True,False,,,,8_20984
cg01423393,chr8,144109761.0,144109763.0,WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144109100,144110300,8_144109100_144110300,False,True,,,,8_20984
cg18925846,chr8,144110087.0,144110089.0,WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144109100,144110300,8_144109100_144110300,True,True,,,,8_20984
cg03852276,chr8,144110285.0,144110287.0,WDR97,KIAA1875,Body,KIAA1875,Body,chr8,144109100,144110300,8_144109100_144110300,True,True,,,,8_20984
cg13514324,chr8,144530419.0,144530421.0,ARHGAP39;C8orf82,KIAA1688;MGC70857,TSS1500;3'UTR,MGC70857;KIAA1688,TSS1500;3'UTR,chr8,144530405,144530605,8_144530419_144530591,True,True,,SIV_chr8_145755804_145755975_C8orf82,,
cg26259926,chr8,144530589.0,144530591.0,ARHGAP39;C8orf82,KIAA1688,Body,KIAA1688,Body,chr8,144530405,144530605,8_144530419_144530591,True,True,,SIV_chr8_145755804_145755975_C8orf82,,
cg00117018,chr8,144730597.0,144730599.0,ZNF251,ZNF251,Body,ZNF251,Body,chr8,144730518,144730718,8_144730597_144730640,True,True,,,ESS_chr8_145955983_145956025_ZNF251,
cg06513375,chr8,144730602.0,144730604.0,ZNF251,ZNF251,Body,ZNF251,Body,chr8,144730518,144730718,8_144730597_144730640,True,True,,,ESS_chr8_145955983_145956025_ZNF251,
cg21918548,chr8,144730638.0,144730640.0,ZNF251,ZNF251,Body,ZNF251,Body,chr8,144730518,144730718,8_144730597_144730640,True,True,,,ESS_chr8_145955983_145956025_ZNF251,
cg06450048,chr9,216063.0,216065.0,DOCK8;DOCK8-AS1,DOCK8;C9orf66,TSS200;Body,C9orf66;DOCK8,TSS200;Body,chr9,216000,216200,9_216000_216200,True,False,,,,9_39
cg09840150,chr9,216161.0,216163.0,DOCK8;DOCK8-AS1,DOCK8;C9orf66,TSS1500;Body,C9orf66;DOCK8,TSS1500;Body,chr9,216000,216200,9_216000_216200,True,False,,,,9_39
cg09079173,chr9,469262.0,469264.0,AL161725.1;KANK1,KANK1,TSS1500,KANK1,TSS1500,chr9,469000,469400,9_469000_469400,True,False,,,,9_71
cg03474430,chr9,469324.0,469326.0,AL161725.1;KANK1,KANK1,TSS1500,KANK1,TSS1500,chr9,469000,469400,9_469000_469400,True,False,,,,9_71
cg14580996,chr9,2933120.0,2933122.0,CARM1P1,,Intergenic,,Intergenic,chr9,2933000,2933200,9_2933000_2933200,True,True,,,,9_518
cg00260807,chr9,2933129.0,2933131.0,CARM1P1,,Intergenic,,Intergenic,chr9,2933000,2933200,9_2933000_2933200,True,False,,,,9_518
cg14643147,chr9,6707114.0,6707116.0,LINC02851,,Intergenic,,Intergenic,chr9,6707100,6707300,9_6707100_6707300,False,True,,,,9_989
cg14508358,chr9,6716416.0,6716418.0,AL354707.1,,Intergenic,,Intergenic,chr9,6716100,6716600,9_6716100_6716600,True,True,,,,9_992
cg04332163,chr9,6716479.0,6716481.0,AL354707.1,,Intergenic,,Intergenic,chr9,6716100,6716600,9_6716100_6716600,False,True,,,,9_992
cg27537673,chr9,14516068.0,14516070.0,,,Intergenic,,Intergenic,chr9,14515600,14516200,9_14515600_14516200,True,False,,,,9_1735
cg07664183,chr9,19103232.0,19103234.0,HAUS6,HAUS6,TSS1500,HAUS6,TSS1500,chr9,19103200,19103700,9_19103200_19103700,True,True,,,,9_2319
cg24385801,chr9,19103288.0,19103290.0,HAUS6,HAUS6,TSS1500,HAUS6;HAUS6,TSS1500;TSS1500,chr9,19103200,19103700,9_19103200_19103700,True,False,,,,9_2319
cg17993630,chr9,33111764.0,33111766.0,B4GALT1,B4GALT1,3'UTR,B4GALT1,3'UTR,chr9,33111600,33112000,9_33111600_33112000,True,False,,,,9_3598
cg15667541,chr9,34255095.0,34255097.0,KIF24,KIF24,Body,KIF24,Body,chr9,34255000,34255400,9_34255000_34255400,True,False,,,,9_3850
cg14096074,chr9,34255150.0,34255152.0,KIF24,KIF24,Body,KIF24,Body,chr9,34255000,34255400,9_34255000_34255400,True,True,,,,9_3850
cg04284164,chr9,41357897.0,41357899.0,,,Intergenic,,Intergenic,chr9,41357800,41358300,9_41357800_41358300,True,True,,,,9_5049
cg12157194,chr9,42851294.0,42851296.0,ANKRD20A7P,,Intergenic,,Intergenic,chr9,42851200,42853100,9_42851200_42853100,True,True,,,,9_5211
cg08911291,chr9,42851704.0,42851706.0,ANKRD20A7P,,Intergenic,,Intergenic,chr9,42851200,42853100,9_42851200_42853100,False,True,,,,9_5211
cg06586759,chr9,42852202.0,42852204.0,ANKRD20A7P,,Intergenic,,Intergenic,chr9,42851200,42853100,9_42851200_42853100,True,True,,,,9_5211
cg14029077,chr9,42852881.0,42852883.0,ANKRD20A7P,,Intergenic,,Intergenic,chr9,42851200,42853100,9_42851200_42853100,True,True,,,,9_5211
cg18746037,chr9,63812999.0,63813001.0,CR786580.1;RNA5SP284,,Intergenic,,Intergenic,chr9,63812800,63814200,9_63812800_63814200,False,True,,,,9_5521
cg03560861,chr9,63813982.0,63813984.0,CR786580.1,,Intergenic,,Intergenic,chr9,63812800,63814200,9_63812800_63814200,True,True,,,,9_5521
cg13693646,chr9,63814803.0,63814805.0,CR786580.1,,Intergenic,,Intergenic,chr9,63814700,63817000,9_63814700_63817000,True,True,,,,9_5523
cg15850063,chr9,63815316.0,63815318.0,CR786580.1,,Intergenic,,Intergenic,chr9,63814700,63817000,9_63814700_63817000,True,True,,,,9_5523
cg13790785,chr9,63816561.0,63816563.0,,,Intergenic,,Intergenic,chr9,63814700,63817000,9_63814700_63817000,True,True,,,,9_5523
cg17487381,chr9,81395828.0,81395830.0,,,Intergenic,,Intergenic,chr9,81395800,81396200,9_81395800_81396200,True,False,,,,9_7295
cg13677058,chr9,87859265.0,87859267.0,AL772337.1,,Intergenic,,Intergenic,chr9,87859100,87859700,9_87859100_87859700,True,True,,,,9_8183
cg10162427,chr9,87859474.0,87859476.0,AL772337.1,LOC392364,TSS1500,LOC392364,TSS1500,chr9,87859100,87859700,9_87859100_87859700,True,False,,,,9_8183
cg16334098,chr9,87859543.0,87859545.0,AL772337.1,LOC392364,TSS1500,LOC392364,TSS1500,chr9,87859100,87859700,9_87859100_87859700,True,False,,,,9_8183
cg05115664,chr9,88006721.0,88006723.0,,,Intergenic,,Intergenic,chr9,88006500,88007700,9_88006500_88007700,True,True,,,,9_8210
cg01400671,chr9,88007184.0,88007186.0,,,Intergenic,,Intergenic,chr9,88006500,88007700,9_88006500_88007700,True,True,,,,9_8210
cg14251009,chr9,88007289.0,88007291.0,,,Intergenic,,Intergenic,chr9,88006500,88007700,9_88006500_88007700,True,True,,,,9_8210
cg14114397,chr9,89246966.0,89246968.0,,,Intergenic,,Intergenic,chr9,89246900,89247100,9_89246900_89247100,True,True,,,,9_8422
cg01757283,chr9,93934504.0,93934506.0,,,Intergenic,,Intergenic,chr9,93934200,93934600,9_93934200_93934600,True,False,,,,9_9507
cg14159849,chr9,98988836.0,98988838.0,COL15A1,COL15A1,Body,COL15A1,Body,chr9,98988718,98988918,9_98988718_98988918,True,True,ME_GB2015_chr9:101751001-101751200,,,
